会社名,キーマン人数,事業内容,業種,住所,設立年度,代表者名,資本金等,オリジナルタグ,企業URL,問い合わせフォームURL
ＮＳユナイテッドタンカー株式会社,0,NSユナイテッドタンカー株式会社は、エネルギー関連の海上輸送サービスを提供する会社である。NSユナイテッド海運株式会社のグループ会社であり、日本国内のLNG（液化天然ガス）・LPG（液化石油ガス）・石炭系化成品（コールタール等）の内航船による海上輸送を担う。国内初の内航LNG運搬船を開発・建造し、就航する。主要取引先は、アストモスエネルギー株式会社、出光興産株式会社、伊藤忠エネクス株式会社、他。,"運輸・物流業界, 海運, 海運",〒 100-0004 東京都千代田区大手町一丁目5番1号 (大手町ファーストスクエア ウエストタワー),1956/9/6,吉川　誠,"180,000,000円","運輸・物流関連企業@関東, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 3月決算企業(従業員30_100名)@東京・神奈川・千葉・埼玉, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 平均年収.com(運輸・物流系企業子会社)",https://biz-maps.com/item/D0YLKkRWZ9,
株式会社東日本トランスポート,0,コンビニやスーパーへ日配食品や冷凍食品のルート配送を行う会社,"運輸・物流業界, 一般貨物輸送, 倉庫",〒 108-0023 東京都港区芝浦3-13-8 デイリーフーズビル6階,/6/1,柏木 宏之,"23,400,000円","グループ会社運営の会社・企業, 求人ボックス(事務職×東京), ドライバー求人, ドラEVER掲載企業, 運送業, ドラEVER掲載企業",https://biz-maps.com/item/jg16gm8Rl9,
株式会社セイバー輸送,0,酒全般の管理や配送を手がける会社,"運輸・物流業界, 一般貨物輸送",〒 121-0824 東京都足立区西伊興3-10-10,1995/3,小野 洋一,"12,000,000円",-,https://biz-maps.com/item/D3Ybr7ROYz,
株式会社ラッキーバス,0,株式会社ラッキーバスは安全第一を考える、貸切バス事業者である。マイクロバスから大型バスまでご利用頂ける。弊社は安全性の高さの指標となる「貸切バス事業者安全評価認定」を平成30年9月18日に受けました。安全性向上に資するとともに、貸切バスの健全な発展を図ることを目的とした認定を受ける事で、顧客に安心して利用いただける。,"運輸・物流業界, バス",〒 132-0035 東京都江戸川区平井7丁目17番27号,2010/1,秋野森 貞雄,-,-,https://biz-maps.com/item/WQ18yJVrl7,
株式会社ピースワーク,0,株式会社ピースワークは、印刷物の企画から製本・加工、SET作業、保管・管理、ピッキング、全国発送代行までトータルで行う会社である。顧客のニーズに合わせ作業を請け負う。東京湾沿いにある、葛西トラック・ターミナルセンター、行徳センター、関連会社の株式会社スロール、製本・加工センターの4つの拠点で作業を行っている。,"運輸・物流業界, 倉庫, 倉庫",〒 134-0086 東京都江戸川区臨海町4丁目3番1号葛西トラックターミナル12号棟3F・4F・5F,2010/2/24,倉吉 徹,-,"発電所(ランキング1000～10000位), youtube",https://biz-maps.com/item/V2lkorrDl5,
徳美リンクス株式会社,0,徳美リンクス株式会社は、外航海運利用運送事業等を行う企業である。2010年に設立し、海上貨物や空港貨物の国際物流、国内物流、貨物保管や倉庫レンタル、梱包、世界各国の港、空港、内陸での通関等のサービスを提供している。33ヶ国に51海外代理店と業務提携しており、グローバルなネットワークでサービス展開している。,"運輸・物流業界, 海運",〒 105-0014 東京都港区芝2-3-25 NIKIビル7階,2010/2/18,-,"20,000,000円","運輸・物流関連企業@関東, 運送業",https://biz-maps.com/item/V2lkorkrl5,
株式会社エコリムジン東京,0,株式会社エコリムジン東京は、リムジンサービスを提供する企業である。「エコロジー」「ホスピタリティ―」「インプレッション」を体現するサービスが強みであり、ハイブリッドカーを積極的に取り入れるなど環境保全への高い意識が特長。ビジネスや個人利用、接待、ゴルフ、個人観光、冠婚葬祭などあらゆる場面に対応したサービス展開を行う。,"運輸・物流業界, タクシー, 一般貨物輸送",〒 108-0074 東京都港区高輪4丁目10番31号品川プリンス・レジデンス1階,2010/3,勝田 兵吉,"79,950,000円","ホリエモン(Facebookの友達リスト), 求人ボックス(事務職×東京), マイナビ転職女性のおしごと@東京, 運送業, マイナビ転職Woman",https://biz-maps.com/item/5XY4vqaRlE,
株式会社トータルロジテム,0,株式会社トータルロジテムは、利用輸送業・システム輸送・宅配事業・各種イベント関連輸送などを行う会社である。旅行手荷物などのトラック・路線便、航空便の輸送・JR海上コンテナ、コールセンターを活用した配送、Webシステムによる配送、ホームピックアップサービスなどを行う。,"運輸・物流業界, 一般貨物輸送, 空運, 海運",〒 124-0023 東京都葛飾区東新小岩1丁目2番2号 ダイアパレス新小岩1階,2010/3,三苫 敏明,"10,000,000円","運輸・物流関連企業@関東, 運送業",https://biz-maps.com/item/3bZ9BRB3Y5,
株式会社フォーサイト,0,株式会社フォーサイトは、流通業務などを行う会社である。Amazon直販として販売できる「Amazonリテールビジネス」のサービスを提供しており、出品などのサポートを行っている。手作り品から大量生産品までの商品を国内外へ届ける流通業務や、商品カタログ制作代行などの商品登録書作成代行、物流倉庫などの商品物流代行の業務も行っている。,"運輸・物流業界, 倉庫, 倉庫",〒 134-0086 東京都江戸川区臨海町3-6-4 ヒューリック葛西臨海ビル405,2008/9,森口 拓也,"5,000,000円","今年求人を行なっている企業, マイナビ2025, 楽天出店社, 海外進出企業、海外取引, CAMPFIRE(テクノロジー・ガジェット)",https://biz-maps.com/item/3bZ9BRMxY5,
ビーエストレード＆フォワーディング株式会社,0,ビーエストレード&フォワーディング株式会社は、国際物流・酒類輸出事業を行う会社である。輸出入において、常に最適な物流を提案・提供しており、サービス内容として、国際複合輸送、海上コンテナ輸送、通関代行、外航利用運送があげられる。親しみやすく・関わりやすく・頼みやすく継続的に付き合える企業体質を目指している。,"陸運, 海運, 空運",〒 105-0004 東京都港区新橋5-33-8 新橋SSビル2F,/4,上野 聡,"10,000,000円","運輸・物流関連企業@関東, youtube",https://biz-maps.com/item/qKYMAjqeYg,
株式会社トライスター,0,株式会社トライスターは、販売促進用商品の製造販売を行っている企業である。繊維製品の商品開発をはじめとして、セールスプロモーションノベルティの販売に力を入れている点が特徴である。また、企業オリジナル商品のコンサルティング業務も請け負っている。その他、国内のみならず中国においてインターネット通信販売も行っている。,"運輸・物流業界, 倉庫",〒 106-0045 東京都港区麻布十番4-4-1 ツイン一の橋2058,1983/9,戴 学民,"10,000,000円",-,https://biz-maps.com/item/mJY2gej91M,
株式会社クローバーズ,0,株式会社クローバーズは、物流サービスを行う会社である。経験豊富な運行管理者による効率的な配送ルートにて物流コストを削減している。様々な納品先に合わせ、安全、正確な納品を心がけている。また、定期配送便では、定期的な出荷がある場合に、顧客に代わり専用トラックにて商品を指定の納品先へ届けている。,"運輸・物流業界, 一般貨物輸送, 引越し",〒 186-0011 東京都国立市谷保6-24-13,1964/11,石井 文英,"20,000,000円","決算月4月・5月企業@一都三県, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 運送業",https://biz-maps.com/item/D0YLPEyzY9,
グリーンサービス株式会社,0,グリーンサービス株式会社は、物流センター運営及び一般貨物運送・第一種利用運送事業を行う会社である。調布市の本社をはじめ、海老名営業所、千葉物流センター、狭山物流センター、八潮物流センター、埼玉物流センター等のセンターや営業所を展開している。,"運輸・物流業界, 一般貨物輸送, 倉庫",〒 192-0046 東京都八王子市明神町4丁目9番8号 京王八王子明神町ビル4階,1980/11/27,柴田　有,"30,000,000円","ホワイト企業ランキング(食品業界), 食品業界(上場企業・子会社)売上高ランキングトップ50, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県, 非上場企業(従業員100名以下_利益2000万円以上)@一都三県",https://biz-maps.com/item/9oZ3oDN9Zq,
